"","day","hour","min_group","statn 1","statn 2","statn 3","statn 4","statn 5","statn 6","statn 7","statn 8","statn 9","statn 10","statn 11","statn 12","statn 13","statn 14","statn 15","statn 16","statn 17","statn 18","statn 19","statn 20","statn 21","statn 22","statn 23","statn 24","statn 25","statn 26","statn 27","statn 28","statn 29","statn 30","statn 31","statn 32","statn 33","statn 34","statn 35","statn 36","statn 37","statn 38","statn 39","statn 40","statn 41","statn 42","statn 43","statn 44","statn 45","statn 46","statn 47","statn 48","statn 49","statn 50","statn 51","statn 52","statn 53","statn 54","statn 55","statn 56","statn 57","statn 58","statn 59","statn 60","statn 61","statn 62","statn 63","statn 64","statn 65","statn 66","statn 67","statn 68","statn 69","statn 70","statn 71","statn 72","statn 73","statn 74","statn 75","statn 76","statn 77","statn 78","statn 79","statn 80","statn 81","statn 82","statn 83","statn 84","statn 85","statn 86","statn 87","statn 88","statn 89","statn 90","statn 91","statn 92","statn 93","statn 94","statn 95","statn 96","statn 97","statn 98","statn 99","statn 100","statn 101","statn 102","statn 103","statn 104","statn 105","statn 106","statn 107","statn 108","statn 109","statn 110","statn 111","statn 112","statn 113","statn 114","statn 115","statn 116","statn 117","statn 118","statn 119","statn 120","statn 121","statn 122","statn 123","statn 124","statn 125","statn 126","statn 127","statn 128","statn 129","statn 130","statn 131","statn 132","statn 133","statn 134","statn 135","statn 136","statn 137","statn 138","statn 139","statn 140","statn 141","statn 142"
"893","Tuesday","14","5","17","22","23","22","21","26","21","21","14","24","29","25","16","24","20","13","25","26","13","22","14","13","24","26","19","22","13","24","26","15","21","21","28","21","26","28","24","19","25","19","16","25","20","19","19","18","23","24","13","16","21","15","19","18","24","17","23","12","14","22","22","30","22","31","27","19","17","20","21","21","24","25","22","17","19","14","11","29","22","22","21","19","24","26","18","16","20","17","16","20","18","26","15","22","28","20","21","22","20","18","16","19","24","20","19","20","10","23","19","29","16","14","24","17","26","19","19","18","22","27","16","19","12","22","21","22","27","23","23","13","20","20","19","22","31","13","28","20","12","16","15","24"
"894","Tuesday","14","6","18","13","20","13","25","23","14","27","16","15","19","16","6","28","16","16","22","23","16","15","16","14","13","24","15","18","8","14","20","23","24","14","17","22","24","31","20","20","18","15","17","21","18","22","21","16","27","24","13","26","25","17","29","26","18","21","19","22","20","19","12","15","18","21","26","21","23","21","16","14","12","14","19","20","17","22","17","15","19","21","16","12","24","25","9","20","18","16","16","18","15","27","19","19","20","19","22","16","11","18","14","23","17","8","13","16","25","18","18","19","17","11","24","19","19","24","19","22","16","19","25","19","27","23","20","16","16","22","24","19","20","17","20","20","29","26","15","13","30","24","16","18"
"895","Tuesday","15","1","16","21","21","23","12","13","13","11","18","23","16","16","10","18","19","19","13","19","28","20","19","29","12","20","17","21","23","27","22","25","18","24","18","16","12","24","19","17","19","17","22","18","18","18","27","25","17","15","25","29","22","18","27","19","15","18","21","12","18","17","20","24","20","17","25","18","15","29","34","22","17","22","22","22","12","20","19","14","25","21","22","24","18","16","13","22","18","18","19","21","22","24","18","24","27","19","8","20","18","22","26","25","19","14","10","14","21","21","18","21","11","26","21","24","18","21","9","27","20","22","28","22","14","18","18","24","21","15","18","14","24","17","19","31","20","20","16","25","14","21","16","18"
"896","Tuesday","15","2","20","11","19","24","18","15","18","10","27","22","14","16","26","20","24","28","23","16","18","16","17","20","17","24","12","17","14","17","18","29","23","20","10","14","19","13","23","21","23","19","26","27","29","19","11","15","17","25","22","15","17","18","21","16","24","22","20","16","19","22","16","6","22","20","13","22","15","13","15","13","31","13","7","17","15","17","21","21","11","19","15","18","23","21","16","24","20","24","18","13","12","13","19","30","29","18","25","18","16","20","21","23","24","15","22","24","14","25","11","17","22","19","19","24","14","13","20","23","20","25","15","22","21","17","19","20","16","23","20","23","16","11","17","18","25","27","23","20","30","17","19","20"
"897","Tuesday","15","3","23","16","18","19","11","21","21","20","22","12","27","17","26","20","24","21","22","20","16","9","25","13","15","23","13","17","13","23","20","24","17","16","25","23","22","16","21","18","24","26","20","14","25","15","23","17","15","17","26","27","17","18","19","17","17","19","16","17","19","20","28","20","26","19","19","24","26","27","26","31","17","11","24","21","26","27","20","20","22","24","18","22","15","19","23","24","21","16","22","24","24","32","20","19","20","24","18","21","23","8","19","19","15","25","25","11","22","21","20","25","22","15","22","25","19","19","30","15","19","10","16","18","16","27","27","12","26","13","22","25","22","23","25","22","20","24","23","18","18","19","27","18"
"898","Tuesday","15","4","21","20","19","18","24","27","19","17","18","23","21","20","22","21","20","21","18","11","18","18","21","25","18","19","19","18","5","18","10","17","27","23","22","7","12","24","15","18","15","10","17","18","25","18","18","21","18","32","17","28","21","26","23","19","12","20","18","12","18","18","15","13","23","26","10","21","20","16","16","21","13","23","23","24","15","16","22","20","26","22","13","15","24","25","21","14","18","25","20","28","21","17","12","15","14","19","16","12","21","19","19","19","23","7","28","25","23","16","27","25","30","14","20","25","19","21","29","18","21","20","12","28","17","14","23","28","18","15","12","20","27","20","11","24","20","19","19","13","21","15","13","26"
"899","Tuesday","15","5","10","22","17","22","21","21","27","17","24","21","16","15","15","16","28","22","19","19","24","22","23","19","31","16","15","15","14","24","17","8","18","16","30","17","16","14","18","21","20","20","16","22","16","20","23","23","17","20","9","14","11","20","21","19","25","13","13","20","14","21","30","15","20","26","15","22","22","16","18","18","19","20","21","19","16","17","16","23","15","11","14","19","22","14","21","26","13","21","17","17","16","21","14","17","17","15","21","24","18","20","22","13","21","23","25","22","30","28","17","15","19","24","16","20","15","22","18","15","18","24","22","13","20","19","11","27","22","16","25","23","16","16","15","16","23","9","15","23","11","21","16","26"
"900","Tuesday","15","6","23","20","24","18","27","24","13","17","24","26","12","31","21","30","17","19","20","16","29","23","26","15","25","11","19","20","18","23","23","25","15","17","15","16","19","10","21","16","18","20","21","26","21","24","19","20","27","19","19","27","20","13","20","19","20","16","24","22","18","17","27","20","16","18","21","21","27","20","20","28","24","17","16","17","15","16","27","19","27","31","15","17","23","31","17","15","20","25","17","17","12","30","23","13","24","19","21","20","10","25","15","27","22","15","14","22","16","15","14","17","15","25","17","13","24","24","14","21","21","24","19","26","17","22","19","10","15","29","20","12","23","24","23","21","32","17","23","11","23","24","20","17"
"901","Tuesday","16","1","20","14","16","23","34","12","17","29","7","12","18","16","26","21","20","14","29","30","13","14","14","18","12","19","15","22","16","19","28","20","23","16","12","10","19","15","28","26","15","15","17","30","20","26","20","17","22","22","17","23","21","11","18","20","24","16","19","17","18","23","24","16","14","23","16","19","19","19","11","30","23","21","21","20","12","16","18","17","17","17","29","21","26","11","22","16","17","20","16","9","25","26","23","19","18","18","11","26","19","17","19","27","19","18","27","14","13","9","13","21","26","26","16","12","15","17","17","15","17","19","27","17","28","12","16","25","15","18","31","19","23","23","17","17","20","23","26","16","22","26","24","22"
"902","Tuesday","16","2","17","32","16","16","18","15","16","16","27","17","22","27","21","28","19","16","13","29","26","19","17","22","25","19","21","12","22","18","18","3","17","18","23","22","25","24","22","13","14","17","10","26","20","22","21","18","16","14","23","6","23","19","23","20","24","24","25","22","23","23","27","18","12","14","19","13","22","15","20","17","18","15","24","19","16","18","24","18","15","22","18","25","16","24","33","22","16","17","18","12","20","31","11","9","17","14","11","11","23","22","18","15","26","13","17","20","21","23","17","18","12","18","23","20","11","21","22","31","30","29","19","10","21","19","27","26","16","19","15","24","21","17","26","18","16","23","9","28","20","13","17","12"
"903","Tuesday","16","3","8","9","25","20","22","25","21","22","11","18","19","15","21","18","23","12","18","10","27","7","24","18","25","31","15","24","4","20","23","26","20","16","25","15","16","18","14","19","19","19","21","22","19","19","17","19","22","21","26","16","17","15","15","18","22","17","30","23","21","19","20","29","14","27","15","22","23","19","14","17","19","22","15","15","24","15","22","27","19","21","21","27","16","25","13","19","27","13","25","22","18","22","18","26","20","17","21","18","22","16","28","20","21","22","20","30","15","19","29","15","10","18","16","18","16","23","24","16","28","18","20","18","16","26","18","24","24","17","14","11","19","16","25","17","22","18","23","18","24","12","21","24"
"904","Tuesday","16","4","27","23","18","27","19","15","21","19","23","24","24","23","25","23","21","28","18","24","22","12","22","21","19","20","13","18","9","22","21","20","13","18","23","14","18","24","17","20","23","14","10","25","14","22","25","24","24","19","29","18","20","20","14","17","19","11","24","21","20","23","12","20","20","23","27","23","19","24","10","24","21","18","9","26","15","13","17","25","22","15","20","23","25","23","19","29","24","20","26","17","18","18","19","18","21","22","17","17","30","19","14","21","25","23","24","19","16","27","26","19","15","18","19","19","16","18","21","21","24","17","21","20","18","20","26","25","19","19","26","12","21","13","22","12","20","13","7","14","19","12","18","15"
"905","Tuesday","16","5","17","18","15","17","20","13","17","19","26","15","12","15","23","19","14","25","28","23","13","16","13","18","14","28","23","26","16","10","29","18","16","19","28","23","20","19","21","11","14","25","14","26","21","14","20","20","22","18","18","18","20","23","13","15","26","22","15","26","19","21","21","17","22","23","19","20","20","17","19","21","23","12","18","25","17","17","19","23","19","15","19","26","13","17","17","28","17","13","10","19","13","17","21","15","28","24","18","21","16","27","20","23","18","20","16","31","20","18","23","22","21","23","16","23","21","26","29","23","16","24","18","15","18","23","17","21","20","28","13","16","16","25","25","17","21","21","16","28","23","16","17","25"
"906","Tuesday","16","6","23","17","13","26","16","18","19","24","16","19","14","15","23","26","11","19","21","21","15","19","18","15","14","26","25","22","19","19","12","16","21","16","24","23","22","20","19","19","11","25","20","14","6","16","18","18","15","22","11","24","20","29","19","17","21","19","12","16","26","9","19","25","19","16","23","22","20","18","16","16","19","25","20","27","24","26","14","20","19","18","22","19","21","13","23","12","15","16","18","22","28","27","19","23","22","15","18","14","15","27","22","24","9","17","25","12","15","18","24","14","16","21","18","12","17","18","17","22","16","20","16","17","20","15","9","26","18","19","19","11","22","19","11","8","16","24","22","13","18","20","22","15"
"907","Tuesday","18","1","18","26","21","30","25","20","14","20","22","19","21","19","14","11","15","19","15","25","14","26","18","17","10","16","31","18","17","20","17","18","16","14","26","19","12","12","17","22","23","23","15","14","21","22","14","30","18","15","22","25","17","19","23","27","14","26","23","16","22","18","17","28","22","16","27","14","22","23","21","16","19","20","14","21","12","16","14","15","22","22","16","18","20","16","16","13","20","26","14","14","18","21","22","15","19","21","18","19","8","28","21","21","20","18","16","19","23","19","14","30","27","20","10","22","21","19","19","20","19","32","25","21","24","17","3","28","17","17","24","22","19","9","18","23","14","14","16","27","25","14","26","18"
"908","Tuesday","18","2","16","28","21","26","22","15","16","0","16","25","19","17","19","11","16","18","21","28","12","13","15","17","24","17","22","18","19","22","17","21","18","25","18","20","19","13","24","23","17","21","24","24","25","24","16","22","21","19","17","30","27","15","21","11","15","20","16","16","18","17","22","15","15","16","32","17","14","24","17","25","20","17","15","24","18","17","13","19","15","23","21","20","26","21","24","11","27","21","22","17","19","22","20","33","12","15","15","22","16","23","17","25","18","18","18","14","15","19","12","17","21","15","21","18","27","7","17","18","20","16","16","16","25","24","21","24","20","23","16","14","21","25","22","23","12","21","13","23","20","22","19","20"
"909","Tuesday","18","3","16","14","19","21","21","16","15","9","28","21","16","20","21","23","15","23","17","8","25","23","25","32","32","16","10","22","18","19","23","27","27","14","25","9","26","19","25","10","23","9","22","23","21","20","22","13","15","20","19","13","12","13","14","11","18","15","29","19","19","15","19","21","15","14","18","15","20","22","14","20","23","6","22","7","21","24","26","21","23","9","18","27","19","18","21","23","21","15","14","19","17","18","17","26","22","14","17","20","23","18","23","15","26","13","17","24","18","23","21","20","21","22","24","21","18","17","13","18","15","20","26","21","20","20","17","24","22","20","18","20","10","15","14","27","13","19","23","27","22","18","21","21"
"910","Tuesday","18","4","18","26","20","13","27","26","27","17","14","14","18","19","20","19","14","29","19","24","16","4","20","31","20","9","18","29","13","26","20","20","20","19","22","15","20","21","21","12","18","15","15","17","12","22","25","23","24","13","17","21","21","17","21","26","21","14","14","14","18","14","26","20","26","24","10","8","18","19","15","17","16","24","17","18","23","17","23","11","24","22","32","17","17","19","18","10","16","14","12","14","25","19","24","19","24","23","23","25","19","21","19","17","19","21","24","22","24","11","15","19","24","24","12","18","18","21","20","15","22","19","13","23","20","21","22","17","19","19","30","19","22","21","18","20","22","18","13","17","19","28","27","22"
"911","Tuesday","18","5","18","17","22","15","20","17","14","14","28","22","22","27","22","25","17","17","19","15","14","20","16","13","20","18","24","22","26","26","16","21","18","21","18","26","22","21","16","25","19","26","17","20","26","21","18","15","10","18","20","8","19","20","25","20","19","16","15","18","28","26","15","27","24","19","19","21","14","20","20","17","14","16","22","22","28","7","21","22","17","21","22","34","23","15","19","26","29","13","8","18","17","22","27","10","13","14","19","25","26","16","16","22","21","20","30","19","25","25","15","22","19","25","20","25","26","23","20","15","19","29","22","18","24","24","21","18","21","19","17","17","20","11","16","18","23","17","7","23","12","21","15","26"
"912","Tuesday","18","6","13","22","19","21","26","22","24","20","19","16","23","18","19","16","31","19","20","19","17","26","23","19","20","17","20","21","26","29","19","19","6","14","20","16","13","30","24","14","21","18","26","20","18","15","21","20","22","21","21","28","24","18","20","25","26","18","8","27","23","14","16","25","21","16","22","17","17","21","17","21","26","22","13","21","14","25","25","24","19","21","17","15","13","24","22","21","22","11","21","24","23","21","22","11","27","19","29","24","19","14","22","17","14","18","10","24","9","15","29","27","20","18","30","18","15","20","21","14","19","17","27","27","16","18","24","21","24","25","15","24","18","14","27","16","16","19","26","29","8","29","11","17"
"913","Tuesday","17","1","17","16","15","21","19","16","19","20","23","16","14","26","19","18","23","19","15","17","23","16","11","21","12","34","15","21","15","18","21","23","9","15","25","29","20","24","22","15","21","22","19","16","22","26","17","14","23","22","15","16","17","21","16","19","19","28","13","22","23","24","24","21","11","21","19","16","21","21","26","23","15","21","15","24","18","19","11","24","28","30","14","26","20","15","16","25","18","21","20","23","19","26","14","17","30","27","14","11","25","23","17","12","19","29","29","13","14","26","17","8","20","20","20","29","17","11","20","20","21","16","24","19","18","18","25","21","23","32","24","31","15","18","16","26","16","20","19","18","18","9","20","22"
"914","Tuesday","17","2","23","20","19","14","20","8","11","16","26","23","16","22","16","31","27","15","18","19","10","16","11","17","20","28","24","17","22","24","15","28","17","26","21","16","24","26","23","17","23","21","18","21","24","11","14","20","13","22","14","18","21","19","26","15","14","20","18","31","15","19","16","21","18","20","26","24","15","13","20","20","21","21","25","21","20","17","17","26","17","16","11","14","15","25","21","28","15","22","26","18","19","19","21","18","20","21","12","15","16","18","19","25","4","14","25","20","24","19","17","15","24","24","15","16","17","15","24","26","20","21","17","21","18","26","22","12","23","20","20","23","19","21","16","18","28","24","24","18","22","27","14","17"
"915","Tuesday","17","3","21","27","20","21","18","24","18","13","26","31","17","12","12","18","25","24","21","18","10","15","21","19","15","18","22","27","19","15","13","22","22","27","19","18","29","17","20","25","25","20","23","19","18","24","35","21","25","27","20","19","19","13","21","19","20","11","17","18","19","28","20","20","18","27","22","14","16","17","23","20","21","14","20","14","18","33","16","23","20","18","15","12","22","13","13","24","20","17","22","19","17","16","14","20","14","23","29","19","21","26","21","26","20","15","27","27","19","24","14","18","12","28","16","17","16","8","25","20","19","13","16","15","21","12","19","15","20","18","22","18","20","21","18","16","19","10","17","20","23","23","17","19"
"916","Tuesday","17","4","23","20","21","21","29","25","15","20","20","16","22","18","22","24","25","19","16","20","13","25","21","21","10","22","20","23","25","15","11","23","16","17","27","24","24","10","20","13","14","26","12","21","16","21","21","17","17","15","27","24","21","21","21","27","15","21","29","15","27","17","17","14","13","27","26","13","17","18","16","20","18","22","15","25","17","23","23","25","25","18","16","20","27","21","13","20","21","8","18","20","17","16","22","16","15","10","18","17","14","20","17","15","27","26","12","17","15","23","14","15","12","16","17","18","14","25","16","22","20","25","27","18","15","17","26","18","25","19","19","23","23","20","21","19","15","17","31","18","15","18","14","24"
"917","Tuesday","17","5","22","17","24","25","21","13","18","14","21","17","20","14","23","17","10","19","18","18","27","21","16","22","18","22","29","29","14","12","13","16","19","19","19","24","28","14","18","23","19","20","22","19","20","27","14","15","11","19","18","23","19","16","16","29","18","20","27","29","21","12","12","27","12","25","14","22","16","25","19","13","17","19","20","13","25","23","15","19","10","16","28","21","27","23","18","23","13","26","22","24","21","4","15","16","14","19","22","24","24","22","13","17","8","18","16","13","18","23","18","25","18","19","13","18","19","27","24","22","30","26","23","22","16","13","17","12","23","16","26","23","25","21","10","25","28","22","12","27","17","19","20","21"
"918","Tuesday","17","6","28","11","21","17","23","21","14","14","22","27","28","23","18","12","14","19","11","15","20","28","26","18","24","19","23","21","11","17","25","26","18","23","19","9","22","18","15","26","17","24","27","32","18","21","14","25","24","27","22","25","19","23","21","13","17","16","19","20","11","19","23","15","19","15","20","26","16","21","19","15","29","23","22","21","16","15","22","26","21","17","19","15","20","19","10","13","20","23","12","10","18","21","12","18","18","26","19","18","10","18","19","18","22","29","19","25","24","20","13","26","13","20","21","17","21","20","18","23","25","24","20","19","20","14","21","25","21","12","25","24","18","20","23","23","14","28","28","14","21","29","21","23"
"919","Tuesday","21","1","9","20","21","18","30","13","20","28","29","16","24","13","17","14","18","13","32","19","20","7","9","17","18","11","13","23","14","9","19","21","18","22","19","16","24","12","18","14","26","16","19","25","25","29","23","21","19","18","17","22","20","21","19","20","15","17","13","24","16","18","26","14","7","18","20","16","9","14","17","16","15","19","14","13","21","17","23","25","22","29","22","24","11","12","14","16","20","18","20","22","17","17","29","19","26","19","20","19","27","11","27","18","12","18","16","17","25","23","16","12","15","19","19","17","16","23","18","17","21","17","15","20","16","8","19","22","12","27","11","17","23","22","12","26","18","12","16","14","12","15","13","17"
"920","Tuesday","21","2","20","24","9","20","21","28","18","15","17","25","15","21","24","19","23","22","22","13","16","12","24","26","25","22","21","21","9","23","20","15","25","11","22","12","20","18","20","14","10","26","27","14","17","18","28","12","24","23","17","18","28","22","16","24","21","20","13","18","25","23","13","23","15","17","21","17","20","21","19","17","17","16","17","16","31","21","26","20","19","20","19","12","17","19","19","15","21","20","22","22","20","21","14","21","13","29","15","17","22","12","24","22","23","23","23","10","25","23","14","13","16","18","12","16","20","26","20","16","20","11","22","28","18","22","18","16","21","9","12","28","12","24","14","30","29","28","15","25","18","16","21","17"
"921","Tuesday","21","3","13","25","19","22","14","16","24","23","15","12","22","18","22","19","18","13","20","24","24","26","21","18","21","15","23","21","21","22","25","17","23","23","19","16","14","13","18","22","23","20","18","22","13","9","14","15","23","15","17","17","21","18","18","25","24","23","16","19","12","23","22","36","31","23","22","18","23","18","24","24","18","23","21","24","21","9","21","17","7","20","26","28","20","16","15","30","18","32","15","19","21","23","22","22","22","26","24","22","15","22","17","14","16","20","22","26","35","20","15","15","10","13","20","20","19","18","19","19","12","15","15","21","15","25","26","14","20","23","26","22","23","21","9","17","21","33","24","22","18","25","14","16"
"922","Tuesday","21","4","9","13","18","21","21","10","21","30","24","18","19","14","23","29","26","19","16","19","19","17","21","19","18","19","27","16","27","28","33","23","25","26","24","27","20","19","11","26","23","17","14","22","24","22","25","16","21","23","23","11","18","21","14","13","22","21","21","26","8","19","24","19","22","16","24","13","18","15","21","13","22","22","19","25","17","23","25","22","15","22","16","21","30","14","26","18","26","18","17","14","23","23","22","16","13","22","24","17","22","15","33","20","17","15","14","19","20","31","17","18","28","20","25","19","14","17","18","25","21","20","7","21","19","21","19","21","19","21","22","16","17","26","19","16","25","16","23","19","18","25","17","22"
"923","Tuesday","21","5","22","24","23","22","14","25","29","12","16","18","22","19","25","22","16","18","16","17","11","21","17","27","26","14","12","22","20","15","23","8","18","16","28","27","20","16","18","18","19","20","21","16","27","23","20","29","18","21","12","26","25","26","14","22","30","23","22","18","21","22","20","22","18","18","23","17","21","10","22","19","30","14","23","8","11","19","16","16","14","26","30","21","20","15","16","15","13","14","15","11","19","18","19","19","21","22","21","14","25","25","20","23","17","21","18","16","8","12","15","10","14","21","20","22","23","23","24","21","21","21","21","20","26","10","25","18","13","13","29","27","21","19","20","21","20","6","20","21","26","31","20","31"
"924","Tuesday","21","6","15","21","25","20","19","9","28","23","16","23","24","15","26","15","26","21","23","17","17","10","32","21","27","22","18","18","27","15","16","21","20","14","8","16","27","19","7","13","13","19","15","10","25","25","22","27","14","17","19","15","26","13","23","22","18","19","19","27","15","23","16","14","15","27","20","17","8","17","26","21","22","19","16","21","30","22","19","28","8","15","17","26","29","20","21","9","17","19","31","18","15","18","25","28","23","21","13","20","19","24","21","18","15","27","19","17","24","26","15","22","13","17","21","25","24","16","22","22","19","18","24","22","18","21","25","16","9","14","22","25","13","23","17","10","26","17","19","17","29","29","19","14"
"925","Tuesday","20","1","19","16","18","18","12","20","22","17","18","13","22","23","29","16","22","18","27","27","24","23","8","17","24","23","20","18","13","17","13","27","21","24","23","12","24","16","27","28","12","19","22","27","23","24","36","15","26","19","10","15","26","17","21","20","24","26","29","22","22","19","14","11","18","26","19","18","22","19","21","14","22","20","13","20","11","20","12","11","22","13","23","25","17","23","12","23","25","19","26","27","30","14","30","18","21","23","19","20","22","17","18","24","18","22","21","21","24","23","20","29","25","16","11","16","21","17","27","16","20","25","23","18","18","8","15","17","18","17","26","17","18","20","25","23","26","19","15","20","16","19","23","30"
"926","Tuesday","20","2","24","22","20","20","16","18","13","16","15","18","18","19","23","26","13","21","19","18","26","14","16","18","17","27","18","10","24","20","6","15","14","19","21","19","15","16","24","25","19","19","27","24","15","21","19","17","18","17","15","25","21","21","23","24","10","18","29","17","25","19","20","24","26","21","19","15","20","19","15","25","22","18","22","23","17","22","19","11","18","31","14","16","17","14","20","18","25","11","20","20","15","24","22","18","28","20","17","21","26","24","16","17","18","20","19","19","29","18","20","25","22","14","18","28","20","25","16","24","14","21","24","19","13","31","17","14","31","16","21","15","14","22","24","15","15","18","26","26","20","25","22","32"
"927","Tuesday","20","3","22","33","16","27","23","20","19","17","18","20","23","27","23","21","25","24","17","22","26","29","12","20","30","22","24","11","20","22","14","13","19","15","16","17","28","20","17","21","19","28","21","20","17","14","26","19","17","25","19","15","24","28","14","25","11","23","19","26","20","15","26","21","8","26","18","9","10","24","22","18","11","19","18","18","20","25","19","23","22","21","27","21","14","12","24","13","24","18","21","20","27","22","25","19","16","25","18","17","24","27","15","19","18","27","16","21","17","16","21","19","15","18","15","28","18","6","12","26","24","15","19","16","21","15","18","16","16","18","23","25","20","21","22","19","16","16","17","22","23","26","26","19"
"928","Tuesday","20","4","19","17","16","14","22","18","16","11","28","20","18","19","13","22","19","16","23","22","16","13","26","16","22","17","15","18","27","29","28","23","21","14","27","9","32","18","23","26","16","20","18","20","22","16","21","22","22","22","19","20","25","18","28","20","24","15","13","18","12","12","21","12","24","14","21","21","14","17","7","16","25","21","15","22","14","21","21","17","22","17","31","22","25","26","18","15","14","26","11","17","22","13","26","23","26","11","18","21","22","18","16","25","17","21","29","18","17","18","30","20","23","19","20","18","21","25","23","17","24","22","19","17","28","22","14","24","25","17","19","13","12","21","16","13","25","30","20","24","18","22","20","22"
"929","Tuesday","20","5","20","23","19","18","15","21","15","8","20","18","21","19","26","25","16","19","20","25","19","8","22","17","15","14","19","7","18","24","17","19","18","23","27","16","18","29","13","22","19","26","23","19","16","13","24","18","2","28","14","22","18","23","20","28","24","18","22","25","16","16","12","23","29","14","21","19","16","22","17","23","19","13","20","19","24","26","24","19","21","20","25","17","22","29","19","9","22","14","23","23","14","19","14","14","21","26","19","8","21","17","20","18","19","24","20","16","22","17","22","23","18","14","17","15","19","24","23","18","17","21","15","22","17","13","17","27","14","17","16","15","21","23","22","24","22","20","25","14","25","18","25","14"
"930","Tuesday","20","6","22","22","15","28","22","13","22","20","17","25","22","22","19","21","19","19","21","32","23","16","16","21","21","20","22","20","15","15","14","17","14","10","29","19","12","30","19","29","11","13","23","30","15","24","20","14","16","18","20","19","11","22","26","14","14","25","20","22","15","19","15","21","20","19","24","17","15","21","8","17","19","20","11","15","17","20","20","20","12","12","14","22","27","21","15","17","14","20","11","16","17","14","17","18","14","17","12","11","29","19","17","12","11","24","19","15","18","21","22","16","20","12","28","19","20","21","19","20","22","15","16","24","10","20","11","14","19","23","17","20","20","26","27","20","30","19","17","18","17","16","18","23"
"931","Tuesday","19","1","31","20","28","15","27","18","17","16","13","19","26","12","25","25","15","24","24","23","16","23","15","20","14","25","18","18","23","16","16","25","23","19","14","23","18","14","16","14","21","20","20","25","14","17","20","23","23","21","25","8","33","17","23","19","18","12","16","23","27","28","12","19","23","16","28","18","22","26","19","20","24","23","25","19","13","25","16","12","14","28","14","26","20","23","30","19","13","20","24","22","26","11","27","18","15","14","17","15","17","28","20","20","15","25","4","19","18","25","23","15","20","18","24","33","10","14","23","26","19","16","19","16","14","29","24","23","18","24","19","19","21","23","13","21","15","20","27","27","15","27","11","14"
"932","Tuesday","19","2","23","25","6","11","18","19","22","21","24","22","22","14","17","19","27","14","21","15","23","15","18","9","16","15","13","24","12","9","16","22","26","20","10","15","20","16","23","27","25","12","20","18","19","24","20","23","22","19","17","16","21","20","20","17","22","24","25","13","17","14","28","25","8","25","20","19","18","11","12","19","22","20","11","22","26","29","20","24","30","30","23","17","24","27","17","17","17","21","14","19","23","24","23","22","19","19","23","29","32","18","13","24","22","20","13","19","19","18","20","21","23","18","17","22","11","19","24","18","24","22","27","22","22","14","23","19","19","14","24","22","23","17","17","21","21","25","18","24","20","26","24","18"
"933","Tuesday","19","3","25","18","20","25","23","17","18","12","15","21","18","23","15","14","18","18","21","21","30","16","15","18","30","31","25","14","26","19","18","14","15","18","20","19","30","26","29","14","17","18","18","24","20","14","13","26","21","23","16","19","19","24","20","8","23","18","24","27","22","23","23","34","15","20","16","19","18","26","14","18","28","17","15","16","23","23","20","21","14","22","19","24","10","24","15","33","30","22","18","17","7","19","18","25","13","13","23","16","21","18","15","15","15","21","21","23","15","28","26","17","19","18","8","24","16","16","24","19","21","15","22","13","21","18","19","16","26","22","24","14","20","14","23","19","15","15","18","25","5","17","15","25"
"934","Tuesday","19","4","23","16","21","18","25","19","28","13","29","19","16","22","21","15","25","16","21","14","25","17","19","19","16","28","22","18","27","13","23","18","26","13","15","15","13","21","22","21","27","21","23","15","21","19","20","17","20","17","13","19","25","16","18","23","13","14","24","16","12","31","19","22","14","20","19","12","22","26","27","20","15","17","19","22","24","13","12","18","31","21","22","20","23","22","22","16","23","12","21","11","11","28","29","15","19","29","16","16","23","18","20","17","11","18","17","19","21","22","14","27","16","12","21","33","28","22","25","13","11","23","25","11","18","24","25","18","16","29","17","22","19","19","20","14","18","19","20","18","21","22","15","14"
"935","Tuesday","19","5","26","24","25","19","27","26","18","23","21","19","21","16","23","27","22","19","18","13","28","28","24","11","24","28","17","22","32","25","19","19","25","18","22","18","19","22","18","24","22","24","18","21","21","29","27","22","31","22","18","24","21","24","14","18","23","18","25","27","26","25","18","12","24","19","12","16","27","17","14","22","30","22","14","19","16","19","28","23","25","16","18","11","22","23","20","15","17","28","12","17","25","26","17","18","20","20","25","20","11","19","17","14","24","13","24","12","14","21","23","11","22","23","24","23","23","20","19","26","17","19","25","15","18","21","25","18","21","27","19","20","16","21","7","17","23","13","21","13","22","29","19","21"
"936","Tuesday","19","6","24","20","20","24","19","21","22","9","25","17","21","20","30","29","18","24","20","18","16","14","21","18","8","19","21","18","23","19","19","16","16","11","23","19","35","22","14","24","27","19","10","24","24","25","20","19","16","18","20","10","19","22","22","25","26","22","29","12","18","13","14","23","12","22","13","26","19","15","20","17","17","18","21","18","22","24","13","21","18","16","9","23","21","11","22","11","24","19","22","18","26","16","15","19","24","20","22","15","18","21","12","26","29","17","16","20","14","26","25","15","25","21","21","22","24","17","18","19","18","23","23","23","15","17","26","10","22","15","21","18","26","25","27","28","7","17","21","11","22","12","23","16"
